CODIGO;BIBLIOGRAFIA;TITULO;MINHA BIBLIOTECA;"EX. DA BIBLIOTECA
CT";"EX. DE OUTRAS DO
SIBI";N. DE CHAMADA;Status;TOTAL EXEMPLARES;Classification
194;GA110;Complementar;HIRVONEN, R. A. Adjustment by least squares in geodesy and photogrammetry . New York City, New York: F. Ungar Pub. Co., [1971]. 261 p., 26 cm. Includes bibliographical references (p. 258) and index. ISBN 0804443971.; ;1;0;526.5 H672;Offline;1.0;Apenas Físico
195;GA110;Complementar;LAUF, Gordon B. The method of least squares with applications in surveying . Collingwood: TAPE Publications, 1983. 168 p.; ;1;0;519.4 L373;Offline;1.0;Apenas Físico
196;GA110;Complementar;"MIKHAIL, Edward M; ACKERMANN, Friedrich E. Observations and least squares . New York City, New York: IEP, c1976. xi, 497 p. (The IEP series in civil engineering). Bibliograpfia: p. 485-492."; ;1;1;519.4 M636;Offline;2.0;Apenas Físico
197;GA111;Básica;CENTENO, Jorge Antonio Silva. Sensoriamento remoto e processamento de imagens digitais. Curitiba, PR: UFPR, Curso de Pós-Graduaçao em Ciencias Geodésicas, 2010. 234 p., il. Inclui bibliografia. ISBN 8588783053 (broch.).; ;14;12;526.982 C397;Offline;26.0;Apenas Físico
198;GA111;Básica;FLORENZANO, Teresa Gallotti. Iniciação em sensoriamento remoto. 3.ed. ampl. e atual São Paulo, SP: Oficina de Textos, [c2011]. 128p., il., gráfs, estampas color. Inclui referências. ISBN 9788579750168.; ;1;21;621.3678 F633;Offline;22.0;Apenas Físico
199;GA111;Básica;NOVO, Evlyn Marcia Leão de Moraes. Sensoriamento remoto: princípios e aplicações. 2. ed. São Paulo, SP: Blucher, c1992. 308p., il.; ;15;49;526.982 N945 2.ed.;Offline;64.0;Apenas Físico
200;GA111;Básica;LORENZZETTI, J A. Princípios físicos de sensoriamento remoto. Editora Blucher, 2015. E-book. ISBN 9788521208365. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521208365/. Acesso em: 02 ago. 2023.;https://integrada.minhabiblioteca.com.br/reader/books/9788521208365/pageid/0;0;12; ;Online;12.0;Online e Físico
201;GA111;Complementar;MULLER, Jan-Peter. Digital image processing in remote sensing. London, England: Taylor and Francis, c1988. 275p., il. ISBN 0850663148 (enc.).; ;1;2;526.982 D574;Offline;3.0;Apenas Físico
202;GA111;Complementar;JENSEN, John R. Introductory digital image processing: a remote sensing perspective. 2nd. ed. Upper Saddle River, NJ: Prentice Hall, c1996. xi, 316p., il. (Prentice Hall Series in Geographic Information Science). ISBN 0132058405.; ;1;1;528.78 J55;Offline;2.0;Apenas Físico
203;GA111;Complementar;"ULABY, Fawwaz T.; MOORE, Richard K; FUNG, Adrian K. Microwave remote sensing: active and passive. Norwood: Artech House, 1981-86. 3v., grafs., tabs. (The Artech House remote sensing library)."; ;3;2;526.982 U36;Offline;5.0;Apenas Físico
204;GA111;Complementar;CURRAN, Paul J. Principles of remote sensing. New York City, New York: Longman Sci. & Techn., 1988, c1985. 282p., il. ISBN 0582300975 (broch.).; ;3;0;526.982 C976;Offline;3.0;Apenas Físico
205;GA111;Complementar;LILLESAND, Thomas M. Remote sensing and image interpretation. 5. ed New York City, New York: Wiley, c2004. xiv, 763 p., il. Inclui referências e índice. ISBN 0471152277 (enc.).; ;6;1;526.982 L729 3.ed.;Offline;7.0;Apenas Físico
206;GA208;Básica;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de levantamento topográfico. Rio de Janeiro, 1994. 35p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR13133.pdf. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
207;GA208;Básica;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de Levantamento Topográfico. Rio de Janeiro – RJ, 2021. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/6400/abnt-nbr13133-execucao-de-levantamento-topografico-procedimento. Acesso em: 31 jul. 2023.;ABNT/TARGET online; ; ; ;Online;0.0;Apenas Online
208;GA208;Básica;"BOTELHO, Manoel Henrique Campos; FRANCISCHI JUNIOR, Jarbas Prado de; PAULA, Lyrio Silva de. ABC da topografia. São Paulo, SP: Blucher, 2018."; ;1;10;526.98 T917;Offline;11.0;Apenas Físico
209;GA208;Básica;SÃO JOÃO, José Celso. Topografia. Curitiba, PR: UFPR, 2000. ; ;8;1;526.98 S239;Offline;9.0;Apenas Físico
210;GA208;Complementar;BORGES, Alberto de Campos. Topografia: aplicada a engenharia civil. São Paulo, SP: Blucher, c1992.; ;v.1 - 14,  v.2 - 15;v.1 - 8,  v.2 - 58;526.9 B732;Offline;47.5;Apenas Físico
211;GA208;Complementar;DOMINGUES, Felipe Augusto Aranha. Topografia e astronomia de posição para engenheiros e arquitetos. São Paulo, SP: McGraw-Hill, 1979.; ;5;0;526.9 D671;Offline;5.0;Apenas Físico
212;GA208;Complementar;ESPARTEL, Lelis. Curso de topografia. 9. ed. Rio de Janeiro, RJ: Ed. Globo, 1987.; ;19;4;526.98 E77 9.ed.;Offline;23.0;Apenas Físico
213;GA208;Complementar;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012.; ;5;0;526.9 W855 13.ed.;Offline;5.0;Apenas Físico
214;GA208;Complementar;"LOCH, Carlos; CORDINI, Jucilei. Topografia contemporanea: planimetria. Florianópolis, SC: Ed. UFSC, 1995."; ;5;4;526.98 L812;Offline;9.0;Apenas Físico
215;GA209;Básica;BAKKER, Mucio Piragibe Ribeiro de. Cartografia: noçoes básicas. Rio de Janeiro, RJ: Diretoria de Hidrografia e Navegação, 1965. 242 p. Inclui bibliografia.; ;11;0;526.8 B168;Offline;11.0;Apenas Físico
216;GA209;Básica;MAILING, D. H. Coordinate systems and map projections. London, England: George Philip, 1973. v; ;1;0;526.8 M251;Offline;1.0;Apenas Físico
217;GA209;Básica;"RICHARDUS, Peter; ADLER, Ron K. Map projection for geodesists, cartographers and geographers. Amsterdã, Holanda: North- Holland, 1972. v."; ;5;0;526.8 R526;Offline;5.0;Apenas Físico
218;GA209;Básica;SANTOS, Adeildo Antão dos. Representaçoes cartográficas. Recife, PE: UFPE, 1985. 201 p.; ;1;0;526.8 S337;Offline;1.0;Apenas Físico
219;GA209;Básica;USGS An official wedsite of the United States governmet. Disponível em : https://pubs.er.usgs.gov/publication/pp1395. Acesso em: 01 de agosto de 2023.; ; ; ; ;Online;0.0;Apenas Online
220;GA209;Básica;USGS An official wedsite of the United States governmet. Disponível em :https://pubs.usgs.gov/bul/1532/report.pdf. Acesso em: 01 de agosto de 2023.; ; ; ; ;Online;0.0;Apenas Online
221;GA209;Complementar;BASELGA MORENO, Sergio. Fundamentos de cartografía matemática. Valencia, España: Universidad Politécnica de Valencia, 2006. 101 p., il., 24 cm. ISBN 9788477210108.; ;1;0;526.8 B299;Offline;1.0;Apenas Físico
222;GA209;Complementar;GEMAEL, Camil. Sistema de projeção. Curitiba, PR: UFPR/St-G, 1976. 127p., il.; ;4;0;526.8 G322;Offline;4.0;Apenas Físico
223;GA209;Complementar;ICA Comission on Map Projections. Disponível em: http://ica-proj.kartografija.hr/. Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0.0;Apenas Online
224;GA209;Complementar;MCDONNELL, Porter W. Introduction to map projections. 2 nd ed Rancho Cordova: Landmark, c1991. 198 p. ISBN 0910845484 (broch.).; ;2;0;526.8 M136i 2.ed.;Offline;2.0;Apenas Físico
225;GA209;Complementar;PEARSON, Frederick. Map projections: theory and applications. Boca Raton, Flórida: CRC, c1990. 372p., il. ISBN 084936888X (broch.).; ;3;0;526.8 P361m;Offline;3.0;Apenas Físico
226;GA209;Complementar;SCHNEIDER, Neide Martins. Introduçao aos sistemas cartográficos de projeçao. Curitiba, PR: UFPR, Departamento de Geociências, 1979. v.; ;1;0;526.8 S359 INT;Offline;1.0;Apenas Físico
227;GA209;Complementar;THOMAS, Paul D. Conformal projections in geodesy and cartography . Washington, United States of America: Government Printing Office, 1952. v.; ;1;0;526.82 T461;Offline;1.0;Apenas Físico
228;GA113;Básica;MAILING, D. H. Coordinate systems and map projections. London, England: George Philip, 1973. v; ;1;0;526.8 M251;Offline;1.0;Apenas Físico
229;GA113;Básica;PEARSON, Frederick. Map projections: theory and applications. Boca Raton, Flórida: CRC, c1990. 372p., il. ISBN 084936888X (broch.).; ;3;0;526.8 P361m;Offline;3.0;Apenas Físico
230;GA113;Básica;"RICHARDUS, Peter; ADLER, Ron K. Map projection for geodesists, cartographers and geographers. Amsterdã, Holanda: North-Holland, 1972. v."; ;5;0;526.8 R526;Offline;5.0;Apenas Físico
231;GA113;Básica;SANTOS, Adeildo Antão dos. Representações cartográficas. Recife, PE: UFPE, 1985. 201 p.; ;1;0;526.8 S337;Offline;1.0;Apenas Físico
232;GA113;Básica;USGS An official wedsite of the United States governmet. Disponível em : https://pubs.er.usgs.gov/publication/pp1395. Acesso em: 01 de agosto de 2023.; ; ; ; ;Online;0.0;Apenas Online
233;GA113;Básica;USGS An official wedsite of the United States governmet. Disponível em :https://pubs.usgs.gov/bul/1532/report.pdf. Acesso em: 01 de agosto de 2023.; ; ; ; ;Online;0.0;Apenas Online
234;GA113;Complementar;BASELGA MORENO, Sergio. Fundamentos de cartografía matemática. Valencia, España: Universidad Politécnica de Valencia, 2006. 101 p., il., 24 cm. ISBN 9788477210108.; ;1;0;526.8 B299;Offline;1.0;Apenas Físico
235;GA113;Complementar;GEMAEL, Camil. Sistema de projeção. Curitiba, PR: UFPR/St-G, 1976. 127p., il.; ;4;0;526.8 G322;Offline;4.0;Apenas Físico
236;GA113;Complementar;ICA Comission on Map Projections. Disponível em: http://ica-proj.kartografija.hr/. Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0.0;Apenas Online
237;GA113;Complementar;MCDONNELL, Porter W. Introduction to map projections. 2 nd ed Rancho Cordova: Landmark, c1991. 198 p. ISBN 0910845484 (broch.).; ;2;0;526.8 M136i 2.ed.;Offline;2.0;Apenas Físico
238;GA113;Complementar;SCHNEIDER, Neide Martins. Introduçao aos sistemas cartográficos de projeçao. Curitiba, PR: UFPR, Departamento de Geociências, 1979. v.; ;1;0;526.8 S359 INT;Offline;1.0;Apenas Físico
239;GA113;Complementar;THOMAS, Paul D. Conformal projections in geodesy and cartography. Washington, United States of America: Government Printing Office, 1952. v.; ;1;0;526.82 T461;Offline;1.0;Apenas Físico
240;GA114;Básica;ANDRADE, José Bittencourt de. Fotogrametria. 2. ed. rev., ampl. e atual. Curitiba, PR: SBEE, 2003. xvi, 255 p., il., 22 cm. Inclui referências. ISBN 8586180289.; ;7;0;526.982 A553f;Offline;7.0;Apenas Físico
241;GA114;Básica;"DALMOLIN, Quintino; TOSI, Maurício Garcia. Projeto fotogramétrico. Curitiba, PR: UFPR, 1999. 49p., il.,grafs. Inclui bibliografia."; ;3;0;526.982 D148pr;Offline;3.0;Apenas Físico
242;GA114;Básica;KERSTING, Ana Paula Baungarten. Quality Assurance of Multi-Sensor Systems. 2011. 265f. Tese (doutorado) – University of Calgary, Department of Geomatics Engineering. Disponível em: https://prism.ucalgary.ca/items/e792772d-3388-49a8-b088-f234cff15601. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
243;GA114;Básica;LUGNANI, João Bosco. Introdução a fototriangulação. Curitiba, PR: [s.n.], 1987. 134p., il., 23 cm.; ;7;1;526.982 L951i;Offline;8.0;Apenas Físico
244;GA114;Básica;MARTINS, Marlo Antonio Ribeiro. Estudo da integração de nuvens de pontos obtidas de aerolevantamentos VANT e LiDAR. 2021. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 30/07/2021. Disponível em: http://hdl.handle.net/1884/80325. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
245;GA114;Básica;MIKHAIL, Edward M. Introduction to modern photogrammetry. New York City, New York: John Wiley & Sons, c2001. ix, 479 p., il., fig., fotos, graf., tab. Inclui bibliografia, indice e apendices. ISBN 0471309249 (enc.).; ;6;0;526.982 M636;Offline;6.0;Apenas Físico
246;GA114;Básica;MITISHITA, Edson Aparecido et al. Monorestituição digital de aerofotos, associada com sistema de computação grafica C.A.D., para fins de mapeamento na area florestal. 1997. 253f. Tese (doutorado) - Universidade Federal do Parana, Setor de Ciencias Agrarias. Disponível em: http://hdl.handle.net/1884/26745. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
247;GA114;Básica;"SANTOS, Daniel Rodrigues dos; OLIVEIRA, Henrique Cândido de. Princípios de aquisição e processamento de dados espaciais. Curitiba, PR: Editora Blucher, 2022. E-book. ISBN 9786555065565. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9786555065565/. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
248;GA114;Complementar;"COELHO FILHO, Luiz Carlos Teixeira; BRITO, Jorge Luís Nunes e Silva. Fotogrametria digital. Rio de Janeiro, RJ: EdUERJ, 2007. 196 p., il. Bibliografia. ISBN 9788575111147. Disponível em: http://www.efoto.eng.uerj.br/images/Documentos/fotogrametria_digital_revisado.pdf . Acesso em: 31 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
249;GA114;Complementar;CORTES, João Batista Ramos. Análise da estabilidade geométrica de câmaras digitais de baixo custo com diferentes métodos de calibração. 2010. 140f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 30/08/2010. Disponível em: http://hdl.handle.net/1884/24923. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
250;GA114;Complementar;COSTA, Felipe André Lima. Estudo da integração de dados LIDAR com fotogramétricos com georreferenciamento direto. 2019. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 26/02/2019. Disponível em: http://hdl.handle.net/1884/60416. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
251;GA114;Complementar;DEBIASI, Paula. Desenvolvimento de metodologias de calibração de uma câmara digital de baixo custo integrada com um sistema lidar. 2012. 193f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 24/09/2012. Disponível em: http://hdl.handle.net/1884/28848. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
252;GA114;Complementar;ERCOLIN FILHO, Leonardo. Calibração de um sistema fotogramétrico multi-câmeras para uso em aplicações de mapeamento com georreferenciamento direto. 2017. 154 f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 31/03/2017. Disponível em: http://hdl.handle.net/1884/47451. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
253;GA114;Complementar;GRAÇA, Niarkios Luiz Santos de Salles. Estudo da influência da geometria de voo na obtenção de produtos cartográficos empregando recobrimento aéreo com VANT e técnica fotogramétrica SFM. 2019. 1 recurso online Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 27/02/2019. Disponível em: http://hdl.handle.net/1884/64082. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
254;GA114;Complementar;"KRAUS, Karl. Photogrammetry: geometry from images and laser scans. 2. ed Berlin; New York City, New York: W. de Gruyter, c2007. xv, 459 p., il., grafs., tabs. Inclui referências e índice. ISBN 9783110190076 (enc.)."; ;1;0;526.982 K91 2.ed.;Offline;1.0;Apenas Físico
255;GA114;Complementar;MARTINS, Marlo Antonio Ribeiro. Geração de ortoimagens a partir de georreferenciamento direto de imagens digitais aéreas de pequeno formato com dados lidar. 2010. 131f. Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 25/02/2010. Disponível em: http://hdl.handle.net/1884/23968. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
256;GA114;Complementar;MENDONÇA JÚNIOR, Marcis Gualberto. Reconstrução de edificações para geração de ortoimagens verdadeiras com emprego de dados lidar. 2010. 238f. Tese(doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 26/02/2010. Disponível em: http://hdl.handle.net/1884/23972. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
257;GA114;Complementar;MITISHITA, Edson Aparecido. Detecção de erros grosseiros nas aerotriangulações. 1986. 245 p. Dissertação (mestrado) - Universidade Federal do Paraná, Curso de Pós-Graduação em Ciências Geodésicas. Disponível em: http://hdl.handle.net/1884/79118. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
258;GA114;Complementar;PITOMBEIRA, Kalima Mendes. Influência da calibração in situ na fototriangulação de imagens adquiridas por VANT com posicionamento direto. 2021. 1 recurso online Dissertação (mestrado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa : Curitiba, 28/07/2021. Disponível em: http://hdl.handle.net/1884/73696. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
259;GA114;Complementar;SANTOS, Daniel Rodrigues dos. Automação da resseção espacial de imagens com uso de hipóteses de rodovias como apoio de campo derivadas do sistema de varredura Laser. 2005. 121f. Tese (doutorado) - Universidade Federal do Paraná, Setor de ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2005. Disponível em: http://hdl.handle.net/1884/3113. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
260;GA114;Complementar;SANTOS, Daniel Rodrigues dos. Extração semi-automática de edificações com análise do modelo numérico de elevações. 2002. 108f. Dissertação (mestrado) - Universidade Estadual Paulista, Faculdade de Ciências e Tecnologia, Programa de Pós-Graduação em Ciências Cartográficas. Defesa: Presidente Prudente, 2002.; ;1;0;T 526.982 S234e;Offline;1.0;Apenas Físico
261;GA115;Básica;CENTENO, Jorge Antonio Silva. Sensoriamento remoto e processamento de imagens digitais. Curitiba, PR: UFPR, Curso de Pós-Graduaçao em Ciencias Geodésicas, 2010. 234 p., il. Inclui bibliografia. ISBN 8588783053 (broch.).; ;14;12;526.982 C397;Offline;26.0;Apenas Físico
262;GA115;Básica;The Canada Centre for Mapping and Earth Observation. Fundamentals of Remote Sensing. https://natural-resources.canada.ca/sites/nrcan/files/earthsciences/pdf/resource/tutor/fundam/pdf/fundamentals_e.pdf; ; ; ; ;Online;0.0;Apenas Online
263;GA115;Básica;LORENZETTI, J. A. Princípios físicos de sensoriamento remoto. São Paulo, SP: Blucher, 2015. 292 p. https://integrada.minhabiblioteca.com.br/reader/books/9788521208365/pages/recent; ; ; ; ;Online;0.0;Apenas Online
264;GA115;Complementar;HARRISON , BA. 2019. Earth Observation: - Data, Processing and Applications. crcsi.com.au. ISBN [ONLINE]:. 978-0-6482278-1-6. https://www.crcsi.com.au/assets/Earth-Observation/EO-Publication-Vol2C-FA-72dpi.pdf; ; ; ; ;Online;0.0;Apenas Online
265;GA115;Complementar;JENSEN, John R. Introductory digital image processing: a remote sensing perspective. 2nd. ed. Upper Saddle River, NJ: Prentice Hall, c1996. xi, 316p., il. (Prentice Hall Series in Geographic Information Science). ISBN 0132058405.; ;1;1;528.78 J55;Offline;2.0;Apenas Físico
266;GA115;Complementar;SHORT N. The remote sensing tutorial. https://experience.arcgis.com/experience/bb29798ed04f40eb9801d2563f5383b2/; ; ; ; ;Online;0.0;Apenas Online
267;GA115;Complementar;LILLESAND, Thomas M. Remote sensing and image interpretation. 5. ed New York City, New York: Wiley, c2004. xiv, 763 p., il. Inclui referências e índice. ISBN 0471152277 (enc.).; ;6;1;526.982 L729 3.ed.;Offline;7.0;Apenas Físico
268;GA115;Complementar;IEEE's-GRSS. Remote Sensing Tutorial. https://www.grss-ieee.org/wp-content/uploads/2014/07/EN_TUTORIAL_COMPLETO.pdf; ; ; ; ;Online;0.0;Apenas Online
269;GA118;Básica;"FRANÇA, Vera V.; SIMÕES, Paula G. Curso básico de Teorias da Comunicação. Grupo Autêntica, 2017. E-book. ISBN 9788551301746. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788551301746/. Acesso em: 01 ago. 2023."; ; ; ; ;Online;0.0;Apenas Online
270;GA118;Básica;"CORDEIRO, Rafaela Q F.; COSTA, Marina; ARAÚJO, André C S.; et al. Teorias da comunicação. Grupo A, 2017. E-book. ISBN 9788595022379. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788595022379/. Acesso em: 01 ago. 2023."; ; ; ; ;Online;0.0;Apenas Online
271;GA118;Básica;BRASILEIRO, Ada M M. Comunicação e expressão. Grupo A, 2016. E-book. ISBN 9788569726272. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788569726272/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
272;GA118;Complementar;TERRA, Ernani. Práticas de leitura e escrita. Editora Saraiva, 2019. E-book. ISBN 9788571440074. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788571440074/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
273;GA118;Complementar;FACHIN, Odília. Fundamentos de metodologia. Editora Saraiva, 2017. E-book. ISBN 9788502636552. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788502636552/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
274;GA118;Complementar;FRANÇA, Ana S. Comunicação escrita nas empresas : teorias e práticas. [Digite o Local da Editora]: Grupo GEN, 2013. E-book. ISBN 9788522477586. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788522477586/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
275;GA118;Complementar;BUENO, Wilson da C. Estratégias de Comunicação nas Mídias Sociais. [Digite o Local da Editora]: Editora Manole, 2015. E-book. ISBN 9788520447437. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788520447437/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
276;GA118;Complementar;MATOS, Gustavo Gomes de. Comunicação Empresarial sem Complicação: Como Facilitar a Comunicação na Empresa, pela Via da Cultura e do Diálogo. [Digite o Local da Editora]: Editora Manole, 2014. E-book. ISBN 9788520450130. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788520450130/. Acesso em: 01 ago. 2023.; ; ; ; ;Online;0.0;Apenas Online
277;GA212;Básica;"HOFMANN-WELLENHOF, Bernhard; MORITZ, Helmut. Physical Geodesy. Second, corrected edition Viena, Austria: Springer-Verlag, 2006. Ebook. v.: digital. (Earth and Environmental Science (Springer-11646; ZDB- 2-EES). Disponível em: http://dx.doi.org/10.1007/978-3-211-33545-1. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
278;GA212;Básica;IBGE. Especificações e normas para levantamentos geodésicos associados ao Sistema Geodésico Brasileiro. Rio de Janeiro, RJ: IBGE, 2017. 62 p. Disponível em: https://geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas/normas_levantamentos_geodesicos.pdf. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
279;GA212;Básica;"SEEBER, Günter. Satellite geodesy. 2nd completely rev. and extended ed Berlin; New York City, New York: Walter de Gruyter, 2003. xix, 589 p., il. Inclui bibliografia e índice. ISBN 3110175495 (enc.)."; ;5;0;526.72 S451s 2.ed.;Offline;5.0;Apenas Físico
280;GA212;Básica;"TORGE, Wolfgang. Geodesy. 3rd completely rev. and extended ed Berlin; New York City, New York: W. de Gruyter, 2001. xv, 416 p., il., mapas. Inclui referencias bibliograficas e índice. ISBN 3110170728 (broch.).";-;5;3;526.1 T682 4.ed;Offline;8.0;Apenas Físico
281;GA212;Complementar;BOMFORD, G. (Guy). Geodesy. 3rd ed. Oxford, England: Clarendon Press, 1971. x, 731, illus, 24 cm. Bibliography: p. [687]-708.; ;7;0;526 B695 3.ed.;Offline;7.0;Apenas Físico
282;GA212;Complementar;COSTA, Sonia Maria Alves. Integração da rede geodésica brasileira aos sistemas de referencia terrestres. 1999. 156 f. Tese doutorado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/44186. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
283;GA212;Complementar;DALAZOANA, Regiane. Implicações na cartografia com a evolução do sistema geodésico brasileiro e futura adoção do SIRGAS. 2001. 122 f. Dissertação (mestrado) - Universidade Federal do Paraná. Disponível em: http://hdl.handle.net/1884/41206. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
284;GA212;Complementar;"DALAZOANA, R.; DE FREITAS, S. R. C. EFEITOS NA CARTOGRAFIA DEVIDO A EVOLUÇÃO DO SISTEMA GEODÉSICO BRASILEIRO E ADOÇÃO DE UM REFERENCIAL GEOCÊNTRICO. Revista Brasileira de Cartografia, [S. l.], v. 54, n. 1, 2009. DOI: 10.14393/rbcv54n1-43939. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/43939. Acesso em: 14 abr. 2022."; ; ; ; ;Online;0.0;Apenas Online
285;GA212;Complementar;DALAZOANA, Regiane. Estudos dirigidos a análise temporal do Datum vertical brasileiro . 2006. xiv, 188f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/3922. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
286;GA212;Complementar;"DALAZOANA, R. .; DE FREITAS, S. R. C. Sistemas Geodésicos de Referência: Rumo ao GGRS/GGRF. Revista Brasileira de Cartografia, [S. l.], v. 72, p. 962–982, 2020. DOI: 10.14393/rbcv72nespecial50anos-56601. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/56601. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
287;GA212;Complementar;"DEAKIN, R. E.; HUNTER, M. N. Geometric Geodesy – Part A. RMIT University, Melbourne, Austrália. 2013. 151 p. Disponível em: http://www.mygeodesy.id.au/geodesy/. Acesso em: 14 abr. 2022.";-;0;0; ;Online;0.0;Apenas Online
288;GA212;Complementar;FERREIRA, Vagner Gonçalves. Solução do tipo Brovar para o segundo problema de valor de contorno da geodésia com vistas à modernização de sistemas de altitudes. 2011. 171f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciências da Terra, Programa de Pós-Graduação em Ciências Geodésicas. Defesa: Curitiba, 10/02/2011. Disponível em: http://hdl.handle.net/1884/25954. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0.0;Apenas Online
289;GA212;Complementar;"FREITAS, S. R. C. de; DALAZOANA, R.; FERREIRA, V. G. THE SPATIAL AGE AND THE NEW PARADIGMS IN GEODESY: IMPLICATIONS FOR SURVEYING AND MAPPING IN BRAZIL. Revista Brasileira de Cartografia, [S. l.], v. 64, n. 4, 2012. DOI: 10.14393/rbcv64n4-43825. Disponível em: https://seer.ufu.br/index.php/revistabrasileiracartografia/article/view/43825. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0.0;Apenas Online
