;CODIGO;BIBLIOGRAFIA;TITULO;MINHA BIBLIOTECA;"EX. DA BIBLIOTECA
CT";"EX. DE OUTRAS DO
SIBI";N. DE CHAMADA;Status;TOTAL EXEMPLARES;Classification
26;GA140;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de levantamento topográfico. Rio de Janeiro, 1994. 35p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR13133.pdf. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
27;GA140;Complementar;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de Levantamento Topográfico. Rio de Janeiro – RJ, 2021. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/6400/abnt-nbr13133-execucao-de-levantamento-topografico-procedimento. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
28;GA140;Complementar;BORGES, Alberto de C. Topografia: Aplicada a Engenharia Civil (Volume 1). Editora Blucher, 2013. E-book. ISBN 9788521207610. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207610/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
29;GA140;Complementar;BORGES, Alberto de C. Topografia: Aplicada a Engenharia Civil (Volume 2): Editora Blucher, 2013. E-book. ISBN 9788521207658. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207658/. Acesso em: 02 ago. 2023.; ; ; ; ;Online;0;Apenas Online
30;GA140;Complementar;DOMINGUES, Felipe Augusto Aranha. Topografia e astronomia de posição para engenheiros e arquitetos. São Paulo, SP: McGraw-Hill, 1979. 403p.; ;5;0;526.9 D671;Offline;5;Apenas Físico
31;GA140;Complementar;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012. xix, 958p., il. ISBN 9780132554343 (enc.).; ;5;0;526.9 W855 13.ed.;Offline;5;Apenas Físico
32;GA140;Complementar;"GARCIA, G. J; PIEDADE, C. R. G. Topografia aplicada às Ciências Agrárias. São Paulo, Nobel, 1989."; ;2;6;"526.98 G216 5.ed.
(5ª edição, de 1984)";Offline;8;Apenas Físico
33;GA140;Complementar;"VEIGA, L. A. K.; ZANETTI, M. A.Z.; FAGGION, P. Introdução a Topografia. Engenharia Cartográfica, Universidade Federal do Paraná, 2012. 195p. Disponível em: https://cartografica.ufpr.br/wp-content/uploads/2023/07/fundamentos-topografia-i-1.pdf. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0;Apenas Online
34;GA141;Básica;ANDRADE, José Bittencourt de. Fotogrametria. 2. ed. rev., ampl. e atual. Curitiba, PR: SBEE, 2003. xvi, 255 p., il., 22 cm. Inclui referências. ISBN 8586180289.; ;1;0;526.982 A553f 2.ed.;Offline;1;Apenas Físico
35;GA141;Básica;"COELHO FILHO, Luiz Carlos Teixeira; BRITO, Jorge Luís Nunes e Silva. Fotogrametria digital. Rio de Janeiro, RJ: EdUERJ, 2007. 196 p., il. Bibliografia. ISBN 9788575111147. Disponível em: http://www.efoto.eng.uerj.br/aprenda2/2012-01-31-18-57-03?lang=pt."; ; ; ; ;Online;0;Apenas Online
36;GA141;Básica;"DALMOLIN, Quintino; SANTOS, Daniel Rodrigues dos. Sistema Laserscanner: conceitos e princípios de funcionamento. 3. ed. Curitiba, PR: [UFPR, Departamento de Geomática], 2004. xiii, 97p., il. Inclui bibliografia. ISBN 8588783061."; ;4;1;526.9 D148s 3.ed.;Offline;5;Apenas Físico
37;GA141;Básica;LOWE, D. G. Distinctive Image Features from Scale-Invariant Keypoints. International Journal of Computer Vision, v. 60, p. 91, 2004. Disponível em: https://link.springer.com/article/10.1023/b:visi.0000029664.99615.94. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
38;GA141;Básica;LUGNANI, João Bosco. Introdução a fototriangulação. Curitiba, PR: [s.n.], 1987. 134p., il., 23 cm.; ;7;1;526.982 L951i;Offline;8;Apenas Físico
39;GA141;Básica;MIKHAIL, Edward M. Introduction to modern photogrammetry. New York City, New York: John Wiley & Sons, c2001. ix, 479 p., il., fig., fotos, graf., tab. Inclui bibliografia, indice e apendices. ISBN 0471309249 (enc.).; ;6;0;526.982 M636;Offline;6;Apenas Físico
40;GA141;Básica;MITISHITA, Edson Aparecido et al. Monorestituição digital de aerofotos, associada com sistema de computação grafica C.A.D., para fins de mapeamento na area florestal. 1997. 253f. Tese (doutorado) - Universidade Federal do Parana, Setor de Ciencias Agrarias. Disponível em: http://hdl.handle.net/1884/26745. Acesso em: 28 jul. 2023.; ; ; ; ;Online;0;Apenas Online
41;GA141;Básica;"WESTOBY, M.J.; BRASINGTON, J.; GLASSER N.F.; HAMBREY, M.J.; REYNOLDS J.M. ‘Structure-from-Motion’ photogrammetry: A low-cost, effective tool for geoscience applications. Geomorphology, v. 179, p. 300, 2012. Disponível em: https://www.sciencedirect.com/science/article/pii/S0169555X12004217. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0;Apenas Online
42;GA141;Complementar;CARRIVICK, Jonathan L., SMITH, Mark W., QUINCEY, Duncan J. Structure from Motion in the Geosciences.John Wiley & Sons, Ltd. 2016. Print ISBN:9781118895849, Online ISBN:9781118895818.; ;0;0; ;Offline;0;Apenas Físico
43;GA141;Complementar;"HARTLEY, Richard; ZISSERMAN, Andrew. Multiple View Geometry in Computer Vision. 2. ed. Cambridge University Press. 2004. ISBN: 0521540518."; ;0;0; ;Offline;0;Apenas Físico
44;GA141;Complementar;KIM, Changjae. Object-based Integration of Photogrammetric and LiDAR Data for Accurate Reconstruction and Visualization of Building Models. 2008. 221f. Tese (doutorado) – University of Calgary, Department of Geomatics Engineering. Defesa: Calgary, 2008. Disponível em: https://prism.ucalgary.ca/items/12810d8a-3ba3-464b-9fe8-6f2e7e5195f6. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
45;GA141;Complementar;"KRAUS, Karl. Photogrammetry: geometry from images and laser scans. 2. ed Berlin; New York City, New York: W. de Gruyter, c2007. xv, 459 p., il., grafs., tabs. Inclui referências e índice. ISBN 9783110190076 (enc.)."; ;1;0;526.982 K91 2.ed.;Offline;1;Apenas Físico
46;GA141;Complementar;MACHADO, Álvaro Muriel Lima. Extração automática de contornos de edificaçoes utilizando imagem gerada por câmara digital de pequeno formato e dados LIDAR. 2006. xii, 201f. Tese (doutorado) - Universidade Federal do Paraná, Setor de Ciencias da Terra, Programa de Pós-Graduaçao em Ciencias Geodésicas. Defesa: Curitiba, 2006. Disponível em: http://hdl.handle.net/1884/3923. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
47;GA141;Complementar;MENDONÇA JÚNIOR, Marcis Gualberto. Reconstrução de edificações para geração de ortoimagens verdadeiras com emprego de dados lidar. 2010. 238f. Tese(doutorado) - Universidade Federal do Paraná, Setor de Ciencias da Terra, Programa de Pós-Graduação em Ciencias Geodésicas. Defesa: Curitiba, 26/02/2010. Disponível em: http://hdl.handle.net/1884/23972. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
48;GA141;Complementar;SANTOS, Daniel Rodrigues dos. Extraçao semi-automática de edificaçoes com análise do modelo numérico de elevaçoes. 2002. 108f. Dissertaçao (mestrado) - Universidade Estadual Paulista, Faculdade de Ciencias e Tecnologia, Programa de Pós-Graduaçao em Ciencias Cartográficas. Defesa: Presidente Prudente, 2002.; ;1;1;T 526.982 S234e;Offline;2;Apenas Físico
49;GA141;Complementar;SHAN, Jien, TOTH Charles K. Topographic Laser Ranging and Scanning: Principles and Processing. United Kingdom: CRC Press. 2008.; ;1;0;526.98 T675;Offline;1;Apenas Físico
50;GA141;Complementar;"VOSSELMAN, George; MAAS Hans-Gerd. Airborne and terrestrial laser scanning. Dunbeath; Boca Raton, Flórida: Whittles: CRC, c2010. xvii, 318 p., il. Inclui referências e índice. ISBN 9781904445876 (enc.)."; ;1;0;526.9825 A298;Offline;1;Apenas Físico
51;GA142;Básica;CENTENO, J.A.S. Sensoriamento Remoto e Processamento de Imagens Digitais. Ed. Curso de Pós-Graduação em Ciências geodésicas – UFPR. Curitiba, 2003.; ;11;15;526.982 C397s;Offline;26;Apenas Físico
52;GA142;Básica;RICHARDS, J. & JIA, X. Remote Sensing Digital Image Analysis: na Introduction. Berlin: Springer, 1999.; ;2;0;526.982 R516;Offline;2;Apenas Físico
53;GA142;Básica;The Canada Centre for Mapping and Earth Observation. Fundamentals of Remote Sensing. https://natural-resources.canada.ca/sites/nrcan/files/earthsciences/pdf/resource/tutor/fundam/pdf/fundamentals_e.pdf . Acesso em: 02 ago. 2023; ; ; ; ;Online;0;Apenas Online
54;GA142;Básica;LORENZZETTI, J A. Princípios físicos de sensoriamento remoto. Editora Blucher, 2015. E-book. ISBN 9788521208365. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521208365/. Acesso em: 02 ago. 2023.; ; ; ; ;Online;0;Apenas Online
55;GA142;Complementar;LILLESAND, Thomas M. Remote sensing and image interpretation. 5. ed New York City, New York: Wiley, c2004. xiv, 763 p., il. Inclui referências e índice. ISBN 0471152277 (enc.).; ;1;0;526.982 L729 5.ed.;Offline;1;Apenas Físico
56;GA142;Complementar;HARRISON , BA. 2019. Earth Observation: - Data, Processing and Applications. crcsi.com.au. ISBN [ONLINE]:. 978-0-6482278-1-6. https://www.crcsi.com.au/assets/Earth-Observation/EO-Publication-Vol2C-FA-72dpi.pdf; ; ; ; ;Online;0;Apenas Online
57;GA142;Complementar;JENSEN, John R. Introductory digital image processing: a remote sensing perspective. 2nd. ed. Upper Saddle River, NJ: Prentice Hall, c1996. xi, 316p., il. (Prentice Hall Series in Geographic Information Science). ISBN 0132058405.; ;1;1;526.982 J55;Offline;2;Apenas Físico
58;GA142;Complementar;SHORT N. The remote sensing tutorial. Disponível em: https://experience.arcgis.com/experience/bb29798ed04f40eb9801d2563f5383b2/ . Acesso em: 02 ago. 2023.; ; ; ; ;Online;0;Apenas Online
59;GA142;Complementar;IEEE's-GRSS. Remote Sensing Tutorial.Disponível em:  https://www.grss-ieee.org/wp-content/uploads/2014/07/EN_TUTORIAL_COMPLETO.pdf . Acesso em: 02 ago. 2023.; ; ; ; ;Online;0;Apenas Online
60;GA144;Básica;"GONZALEZ, R.; WOODS, R. Processamento de imagens digitais. Editora Edgard Blucher, São Paulo, 2000."; ;15;10;526.9827 G643p;Offline;25;Apenas Físico
61;GA144;Básica;"PEDRINI, H.; SCHWARTZ, W. R. Análise de imagens digitais. Thomson, São Paulo, 2008. - SHIH, F. Y. Image processing and pattern recognition. IEEE Press, Piscataway, 2010. https://integrada.minhabiblioteca.com.br/reader/books/9788522128365/pageid/2"; ; ; ; ;Online;0;Apenas Online
62;GA144;Básica;PICHETTI, R. F. et al. Computação gráfica e processamento de imagens. Porto Alegre: SAGAH, 2022. https://integrada.minhabiblioteca.com.br/reader/books/9786556903088/pageid/0; ; ; ; ;Online;0;Apenas Online
63;GA144;Complementar;"RICHARDS, J.A.; JIA, X. Remote Sensing digital image analysis: an introduction (4th ed.). Springer. ISBN 3-540-25128-6."; ;1;0;"526.982 R516 5.ed.

4ª edição: http://dx.doi.org/10.1007/3-540-29711-1";Offline;1;Apenas Físico
64;GA144;Complementar;JENSEN, John R. Introductory digital image processing: a remote sensing perspective. 2nd. ed. Upper Saddle River, NJ: Prentice Hall, c1996. xi, 316p., il. (Prentice Hall Series in Geographic Information Science). ISBN 0132058405.; ;1;1;526.982 J55;Offline;2;Apenas Físico
65;GA144;Complementar;CRÓSTA, A.P.. Processamento digital de imagens de sensoriamento remoto. Campinas, SP: Unicamp, 1992. 170p., il. ISBN 8585369027 (broch.).; ;4;2;526.982 C951;Offline;6;Apenas Físico
66;GA144;Complementar;JAHNE, B. Digital image processing: concepts, algorithms, and scientific applications. 4th ed Berlin: Springer, c1997. 555p., il. Inclui bibliografia. ISBN 3540627243 (enc.).; ;2;0;006.37 J33;Offline;2;Apenas Físico
67;GA144;Complementar;OpenCV. Image Processing in OpenCV. https://docs.opencv.org/3.4/d2/d96/tutorial_py_table_of_contents_imgproc.html; ; ; ; ;Online;0;Apenas Online
68;GA148;Básica;GEMAEL, Camil. Introdução à geodésia física. 1 ed. atual. Curitiba, PR: Ed. UFPR, 2012. 302 p., il., grafs. (Série Didática (Ed. UFPR), n.43). Inclui referências e índice. ISBN 8573350296.; ;6;9;526.7 G322i;Offline;15;Apenas Físico
69;GA148;Básica;"GREWAL, Mohinder S; ANDREWS, Angus P; WEILL, Lawrence Randolph. Global positioning systems, inertial navigation, and integration. New York City, New York: John Wiley & Sons, c2001. Ebook. ISBN 0471200719 (electronic bk.). Disponível em: http://dx.doi.org/10.1002/0471200719. Acesso em: 31 jul. 2023."; ; ; ; ;Online;0;Apenas Online
70;GA148;Básica;MONICO, João Francisco Galera. Posicionamento pelo GNSS: descrição, fundamentos e aplicações. 2. ed São Paulo, SP: Ed. UNESP, 2008. 476 p. Inclui bibliografia e índice. ISBN 9788571397880.; ;4;3;526.982 M744p 2.ed.;Offline;7;Apenas Físico
71;GA148;Básica;"SEEBER, Günter. Satellite geodesy. 2nd completely rev. and extended ed Berlin; New York City, New York: Walter de Gruyter, 2003. xix, 589 p., il. Inclui bibliografia e índice. ISBN 3110175495 (enc.)."; ;5;0;526.72 S451s 2.ed.;Offline;5;Apenas Físico
72;GA148;Básica;"TORGE, Wolfgang. Geodesy. 3rd completely rev. and extended ed Berlin; New York City, New York: W. de Gruyter, 2001. xv, 416 p., il., mapas. Inclui referencias bibliograficas e índice. ISBN 3110170728 (broch.)."; ;4;0;526.1 T682 3.ed.;Offline;4;Apenas Físico
73;GA148;Complementar;HOFMANN-WELLENHOF, Bernhard. GNSS -- Global Navigation Satellite Systems: GPS, GLONASS, Galileo, and more. Viena, Austria: Springer, 2008. Ebook. ISBN 9783211730171. Disponível em: http://dx.doi.org/10.1007/978-3-211-73017-1. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
74;GA148;Complementar;"HOFMANN-WELLENHOF, Bernhard; MORITZ, Helmut. Physical Geodesy. Second, corrected edition Viena, Austria: Springer-Verlag, 2006. Ebook. v.: digital. (Earth and Environmental Science (Springer-11646; ZDB-2-EES). Disponível em: http://dx.doi.org/10.1007/978-3-211-33545-1. Acesso em: 28 jul. 2023."; ; ; ; ;Online;0;Apenas Online
75;GA148;Complementar;IBGE. Especificações e Normas para Levantamentos Geodésicos Associados ao Sistema Geodésico Brasileiro. Diretoria de Geociências, Coordenação de Geodésia, 2017. Disponível em: https: //geoftp.ibge.gov.br/metodos_e_outros_documentos_de_referencia/normas. Acesso 31/07/2023.; ; ; ; ;Online;0;Apenas Online
76;GA148;Complementar;JEKELI, C. Geometric Reference Systems in Geodesy. Ohio State University. 2016. 214p. Disponível em: https://kb.osu.edu/handle/1811/77986. Acesso em: 14 abr. 2022.; ; ; ; ;Online;0;Apenas Online
77;GA148;Complementar;LEICK, Alfred. GPS satellite surveying. 3rd ed Hoboken, New Jersey: John Wiley & Sons, c2004. 435p., il., 25cm. ISBN 0471059307 (enc.).; ;1;0;526.640285 L526 3.ed.;Offline;1;Apenas Físico
78;GA148;Complementar;"VANICEK, Petr; KRAKIWSKY, Edward J. Geodesy: the concepts. 2nd ed Amsterdã, Holanda: Elsevier, c1986. 697 p. Inclui bibliografia. ISBN 0444877770 (broch.)."; ;2;0;526.1 V258g 2.ed.	;Offline;2;Apenas Físico
79;GA148;Complementar;BOLETIM DE CIÊNCIAS GEODÉSICAS. Curitiba, PR: UFPR, Curso de Pós-Graduaçao em Ciencias Geodésicas, 1996- . Trimestral. ISSN 1413-4853. Disponível em: https://www.scielo.br/j/bcg/. Acesso em 01 ago. 2023; ; ; ; ;Online;0;Apenas Online
80;GA148;Complementar;BRAZILIAN JOURNAL OF GEOPHYSICS. Rio de Janeiro, RJ: SBGf, 2019-. ISSN 2764-8044. Disponível em: https://sbgf.org.br/revista/index.php/rbgf. Acesso em 01 ago. 2023.; ; ; ; ;Online;0;Apenas Online
81;GA148;Complementar;GPS SOLUTIONS. Berlin: Springer-Verlag, 1995- .Trimestral. ISSN 1521-1886. Disponível em: https://www.springer.com/journal/10291. Acesso em 01 ago. 2023.; ; ; ; ;Online;0;Apenas Online
82;GA148;Complementar;JOURNAL OF GEODESY. Berlin: Springer-Verlag, 1995- . Mensal. ISSN 0949-7714. Disponível em: https://www.springer.com/journal/190. Acesso em 01 ago. 2023.; ; ; ; ;Online;0;Apenas Online
83;GA149;Básica;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de levantamento topográfico. Rio de Janeiro, 1994. 35p. Disponível em: http://www.carto.eng.uerj.br/cdecart/download/NBR13133.pdf. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
84;GA149;Básica;ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS. NBR 13133: Execução de Levantamento Topográfico. Rio de Janeiro – RJ, 2021. Disponível em: https://www.normas.com.br/visualizar/abnt-nbr-nm/6400/abnt-nbr13133-execucao-de-levantamento-topografico-procedimento. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
85;GA149;Básica;BORGES, Alberto de C. Exercícios de topografia. [Digite o Local da Editora]: Editora Blucher, 1975. E-book. ISBN 9788521217442. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521217442/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
86;GA149;Básica;ESPARTEL, L. Curso de Topografia. 9 ed. Rio de Janeiro, Globo, 1987. ISBN 8525002224;-;9;0;526.98 E77 9.ed.;Offline;9;Apenas Físico
87;GA149;Básica;LOCH, Carlos. Topografia contemporânea: planimetria. 2. ed. rev Florianópolis, SC: Ed. UFSC, 2000. RUvi, 321 p., il. (Didática). Bibliografia:[315]-321. ISBN 8532800394 (broch.).; ;1;0;526.98 L812 2.ed.;Offline;1;Apenas Físico
88;GA149;Complementar;BORGES, Alberto de C. Topografia. Editora Blucher, 2013. E-book. ISBN 9788521207610. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207610/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
89;GA149;Complementar;BORGES, Alberto de C. Topografia. Editora Blucher, 2013. E-book. ISBN 9788521207658. Disponível em: https://integrada.minhabiblioteca.com.br/#/books/9788521207658/. Acesso em: 31 jul. 2023.; ; ; ; ;Online;0;Apenas Online
90;GA149;Complementar;DOMINGUES, Felipe Augusto Aranha. Topografia e astronomia de posição para engenheiros e arquitetos. São Paulo, SP: McGraw-Hill, 1979. 403p.; ;5;0;526.9 D671;Offline;5;Apenas Físico
91;GA149;Complementar;GHILANI, Charles D. Elementary surveying: an introduction to geomatics. 13th ed Upper Saddle River, NJ: Pearson Prentice-Hall, c2012. xix, 958p., il. ISBN 9780132554343 (enc.).; ;5;0;526.9 W855 13.ed.;Offline;5;Apenas Físico
92;GA149;Complementar;"GARCIA, G. J; PIEDADE, C. R. G. Topografia aplicada às Ciências Agrárias. São Paulo, Nobel, 1989."; ;2;6;"526.98 G216 5.ed.
(5ª edição, de 1984)";Offline;8;Apenas Físico
93;GA154;Básica;ICA Comission on Map Projections. Disponível em: http://ica-proj.kartografija.hr/. Acesso em: 31 de julho de 2023.; ; ; ; ;Online;0;Apenas Online
94;GA154;Básica;MALING, D.H. , Coordinate Systems and Map Projections. London: George Philip and Son Limited, 1973; ;1;0;526.8 M251;Offline;1;Apenas Físico
